,index,easting,northing,route,geometry,closest_dense_hub,distance_to_closest_dense_hub,closest_elargie_hub,distance_to_closest_large_hub,TMJA_PL,percentage_traffic,Quantity_sold_per_day(in kg),Revenues_day,Quantity_sold_per_year(in kg),not_prof,small_station,medium_station,large_station,station_type
2806,2806,771772.3075096876,6913693.263128782,A0026,POINT (771772.3075096876 6913693.263128782),1.0,"0    4642.13653
dtype: float64",5.0,"0    2537.470055
dtype: float64",156332.18,0.012619548963638615,5252.887256114574,21011.549024458294,1917303.8484818193,0,0,0,1,large
1462,1462,593879.8458524756,6742598.448101112,A0010,POINT (593879.8458524756 6742598.448101112),1.0,"0    7385.984325
dtype: float64",5.0,"0    7385.984325
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1294,1294,776410.4525426253,6279337.121087821,A0009,POINT (776410.4525426253 6279337.121087821),1.0,"0    5061.001704
dtype: float64",5.0,"0    0.0
dtype: float64",290811.36,0.023475065701139306,7817.19687847939,31268.78751391756,2853276.860644977,0,0,0,1,large
138,138,688115.3382368718,6974115.450322048,A0001,POINT (688115.3382368718 6974115.450322048),1.0,"0    7103.920811
dtype: float64",5.0,"0    6996.983479
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
61,61,654443.5179221067,6870549.906443723,A0001,POINT (654443.5179221067 6870549.906443723),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
1398,1398,636939.5022298988,6837257.410210346,A0010,POINT (636939.5022298988 6837257.410210346),1.0,"0    5432.16063
dtype: float64",5.0,"0    0.0
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1269,1269,813575.815932718,6305435.706578415,A0009,POINT (813575.815932718 6305435.706578415),1.0,"0    6692.227325
dtype: float64",5.0,"0    0.0
dtype: float64",290811.36,0.023475065701139306,7817.19687847939,31268.78751391756,2853276.860644977,0,0,0,1,large
7,7,846831.302500002,6522372.1603,69D0383,POINT (846831.302500002 6522372.1603),1.0,"0    1692.200765
dtype: float64",5.0,"0    0.0
dtype: float64",0.0,0.0,0.0,0.0,0.0,1,0,0,0,not profitable
1747,1747,496484.897478656,6775776.172020221,A0011,POINT (496484.897478656 6775776.172020221),1.0,"0    6466.907482
dtype: float64",5.0,"0    6466.907482
dtype: float64",123877.44,0.009999716114559425,3917.535842527398,15670.143370109592,1429900.5825225003,0,0,0,1,large
1293,1293,777448.3584395202,6280964.077046236,A0009,POINT (777448.3584395202 6280964.077046236),1.0,"0    3400.597068
dtype: float64",5.0,"0    0.0
dtype: float64",290811.36,0.023475065701139306,7817.19687847939,31268.78751391756,2853276.860644977,0,0,0,1,large
2372,2372,571893.7998595844,6548454.220871034,A0020,POINT (571893.7998595844 6548454.220871034),1.0,"0    16170.468113
dtype: float64",5.0,"0    16170.468113
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
1492,1492,543455.148379321,6715350.134773569,A0010,POINT (543455.148379321 6715350.134773569),1.0,"0    13663.066475
dtype: float64",5.0,"0    13233.924793
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
2722,2722,698845.2935621691,7018837.513776536,A0026,POINT (698845.2935621691 7018837.513776536),1.0,"0    7945.786667
dtype: float64",5.0,"0    5666.303038
dtype: float64",156332.18,0.012619548963638615,5252.887256114574,21011.549024458294,1917303.8484818193,0,0,0,1,large
1534,1534,511585.5192851098,6648368.926235876,A0010,POINT (511585.5192851098 6648368.926235876),1.0,"0    33867.976945
dtype: float64",5.0,"0    4082.563788
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1115,1115,845129.9777334941,6492880.607922532,A0007N,POINT (845129.9777334941 6492880.607922532),1.0,"0    4274.588472
dtype: float64",5.0,"0    2252.839387
dtype: float64",88524.21,0.007145909451031944,3660.904380297904,14643.617521191616,1336230.098808735,0,0,0,1,large
851,851,839094.081989263,6640991.4368783515,A0006,POINT (839094.081989263 6640991.4368783515),1.0,"0    1992.342274
dtype: float64",5.0,"0    1992.342274
dtype: float64",356928.98,0.028812255670275868,11993.10142275233,47972.40569100932,4377482.019304601,0,0,0,1,large
2537,2537,694597.204179836,7037201.281665199,A0021,POINT (694597.204179836 7037201.281665199),1.0,"0    2795.693145
dtype: float64",5.0,"0    0.0
dtype: float64",0.0,0.0,0.0,0.0,0.0,1,0,0,0,not profitable
382,382,800926.0431495594,6882523.314294738,A0004,POINT (800926.0431495594 6882523.314294738),1.0,"0    3319.404989
dtype: float64",5.0,"0    2762.639099
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
2642,2642,692600.5679894962,7062508.59122176,A0025,POINT (692600.5679894962 7062508.59122176),1.0,"0    284.2752
dtype: float64",5.0,"0    0.0
dtype: float64",0.0,0.0,0.0,0.0,0.0,1,0,0,0,not profitable
376,376,792119.2555764148,6887944.00022074,A0004,POINT (792119.2555764148 6887944.00022074),1.0,"0    6880.239675
dtype: float64",5.0,"0    6880.239675
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
1833,1833,369318.3116597234,6702403.882195429,A0011,POINT (369318.3116597234 6702403.882195429),1.0,"0    7827.69365
dtype: float64",5.0,"0    7827.69365
dtype: float64",123877.44,0.009999716114559425,3917.535842527398,15670.143370109592,1429900.5825225003,0,0,0,1,large
1059,1059,869054.8106687617,6290318.672672645,A0007,POINT (869054.8106687617 6290318.672672645),1.0,"0    5799.307799
dtype: float64",5.0,"0    5799.307799
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
2695,2695,658308.4554329768,7051585.392588694,A0026,POINT (658308.4554329768 7051585.392588694),1.0,"0    16672.615337
dtype: float64",5.0,"0    3277.925646
dtype: float64",156332.18,0.012619548963638615,5252.887256114574,21011.549024458294,1917303.8484818193,0,0,0,1,large
1054,1054,865659.9650479094,6299885.7191439085,A0007,POINT (865659.9650479094 6299885.7191439085),1.0,"0    3500.084301
dtype: float64",5.0,"0    3500.084301
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
148,148,691699.491999999,6992566.803,A0001,POINT (691699.491999999 6992566.803),1.0,"0    25845.112825
dtype: float64",5.0,"0    13557.980276
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
2437,2437,583535.6223163388,6445593.318424831,A0020,POINT (583535.6223163388 6445593.318424831),1.0,"0    5961.18653
dtype: float64",5.0,"0    5961.18653
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
1112,1112,844044.5440037725,6495429.957958491,A0007N,POINT (844044.5440037725 6495429.957958491),1.0,"0    1811.769353
dtype: float64",5.0,"0    554.112122
dtype: float64",88524.21,0.007145909451031944,3660.904380297904,14643.617521191616,1336230.098808735,0,0,0,1,large
2130,2130,611777.2713609905,7007982.22546081,A0016,POINT (611777.2713609905 7007982.22546081),1.0,"0    27611.642373
dtype: float64",5.0,"0    8797.999384
dtype: float64",42708.41,0.0034475363367551908,1435.0370001743481,5740.1480006973925,523788.50506363704,0,0,0,1,large
2168,2168,606336.3359468703,7077459.040060618,A0016,POINT (606336.3359468703 7077459.040060618),1.0,"0    8231.008488
dtype: float64",5.0,"0    3225.906465
dtype: float64",42708.41,0.0034475363367551908,1435.0370001743481,5740.1480006973925,523788.50506363704,0,0,0,1,large
2503,2503,575596.3901628964,6334682.924024739,A0020,POINT (575596.3901628964 6334682.924024739),1.0,"0    12892.936723
dtype: float64",5.0,"0    9234.632216
dtype: float64",265363.5,0.021420846823811422,6202.732167242785,24810.92866897114,2263997.2410436166,0,0,0,1,large
435,435,901593.7100547713,6900747.766972287,A0004,POINT (901593.7100547713 6900747.766972287),1.0,"0    28250.913097
dtype: float64",5.0,"0    15174.27012
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
1952,1952,523989.24826600787,6923246.279617518,A0013,POINT (523989.24826600787 6923246.279617518),1.0,"0    10050.450913
dtype: float64",5.0,"0    5017.55644
dtype: float64",199619.88,0.016113847128439357,6707.388867212882,26829.55546885153,2448196.936532702,0,0,0,1,large
183,183,706802.6794718392,7054613.215218697,A0001,POINT (706802.6794718392 7054613.215218697),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
1296,1296,773284.553217228,6277055.093421456,A0009,POINT (773284.553217228 6277055.093421456),1.0,"0    5656.726247
dtype: float64",5.0,"0    0.0
dtype: float64",290811.36,0.023475065701139306,7817.19687847939,31268.78751391756,2853276.860644977,0,0,0,1,large
2926,2926,498871.71443133114,6742477.653938501,A0028,POINT (498871.71443133114 6742477.653938501),1.0,"0    21563.47006
dtype: float64",5.0,"0    20621.304185
dtype: float64",73035.72,0.005895637383388373,3569.540452124233,14278.161808496932,1302882.2650253451,0,0,0,1,large
59,59,653948.6711161252,6870393.114869665,A0001,POINT (653948.6711161252 6870393.114869665),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
297,297,672042.481807765,6858927.21747697,A0004,POINT (672042.481807765 6858927.21747697),1.0,"0    531.106658
dtype: float64",5.0,"0    0.0
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
1051,1051,862268.138235841,6305442.781745392,A0007,POINT (862268.138235841 6305442.781745392),1.0,"0    578.165245
dtype: float64",5.0,"0    0.0
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
68,68,656820.8473,6870967.7489,A0001,POINT (656820.8473 6870967.7489),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
2680,2680,638420.067212359,7072565.665925883,A0026,POINT (638420.067212359 7072565.665925883),1.0,"0    10263.833986
dtype: float64",5.0,"0    6696.768772
dtype: float64",156332.18,0.012619548963638615,5252.887256114574,21011.549024458294,1917303.8484818193,0,0,0,1,large
1832,1832,371008.3584807024,6703273.077622143,A0011,POINT (371008.3584807024 6703273.077622143),1.0,"0    9662.750973
dtype: float64",5.0,"0    9345.538726
dtype: float64",123877.44,0.009999716114559425,3917.535842527398,15670.143370109592,1429900.5825225003,0,0,0,1,large
1860,1860,645009.3734206214,6861229.060292776,A0013,POINT (645009.3734206214 6861229.060292776),1.0,"0    5378.921286
dtype: float64",5.0,"0    0.0
dtype: float64",199619.88,0.016113847128439357,6707.388867212882,26829.55546885153,2448196.936532702,0,0,0,1,large
1177,1177,972107.8355145128,6261313.5400505345,A0008,POINT (972107.8355145128 6261313.5400505345),1.0,"0    71177.490202
dtype: float64",5.0,"0    11939.812485
dtype: float64",159447.95,0.01287106219702688,6122.948159442787,24491.79263777115,2234876.0781966173,0,0,0,1,large
15,15,846014.6812017106,6523245.923494215,69D0383BPNL,POINT (846014.6812017106 6523245.923494215),1.0,"0    1979.770949
dtype: float64",5.0,"0    0.0
dtype: float64",0.0,0.0,0.0,0.0,0.0,1,0,0,0,not profitable
1106,1106,840302.409000002,6500067.279,A0007N,POINT (840302.409000002 6500067.279),1.0,"0    957.030007
dtype: float64",5.0,"0    0.0
dtype: float64",88524.21,0.007145909451031944,3660.904380297904,14643.617521191616,1336230.098808735,0,0,0,1,large
56,56,653192.9519078049,6870100.698977393,A0001,POINT (653192.9519078049 6870100.698977393),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
1443,1443,613572.6222383069,6771787.9205301525,A0010,POINT (613572.6222383069 6771787.9205301525),1.0,"0    7110.108533
dtype: float64",5.0,"0    4783.580353
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1186,1186,985799.128628853,6268277.458800598,A0008,POINT (985799.128628853 6268277.458800598),1.0,"0    64413.47823
dtype: float64",5.0,"0    1546.442809
dtype: float64",159447.95,0.01287106219702688,6122.948159442787,24491.79263777115,2234876.0781966173,0,0,0,1,large
393,393,821988.2955167402,6884545.297502392,A0004,POINT (821988.2955167402 6884545.297502392),1.0,"0    24397.772582
dtype: float64",5.0,"0    22638.574389
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
55,55,652897.3086632406,6869876.259198065,A0001,POINT (652897.3086632406 6869876.259198065),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
2020,2020,644977.2416820208,6874915.274790239,A0015,POINT (644977.2416820208 6874915.274790239),1.0,"0    1473.299364
dtype: float64",5.0,"0    0.0
dtype: float64",118449.4,0.00956155030278229,4245.328334435337,16981.313337741347,1549544.8420688978,0,0,0,1,large
324,324,710998.7639863992,6879163.548021011,A0004,POINT (710998.7639863992 6879163.548021011),1.0,"0    17553.081891
dtype: float64",5.0,"0    15345.743698
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
619,619,787625.2334468543,6792747.937938826,A0005,POINT (787625.2334468543 6792747.937938826),1.0,"0    3452.79481
dtype: float64",5.0,"0    3452.79481
dtype: float64",52949.71,0.0042742412851625635,2372.2039132652226,9488.81565306089,865854.4283418063,0,0,0,1,large
2653,2653,674308.8841178808,7074733.862841088,A0025,POINT (674308.8841178808 7074733.862841088),1.0,"0    8027.45077
dtype: float64",5.0,"0    2149.764492
dtype: float64",0.0,0.0,0.0,0.0,0.0,1,0,0,0,not profitable
1116,1116,843664.1414956561,6491196.130590545,A0007N,POINT (843664.1414956561 6491196.130590545),1.0,"0    5123.681035
dtype: float64",5.0,"0    4141.973678
dtype: float64",88524.21,0.007145909451031944,3660.904380297904,14643.617521191616,1336230.098808735,0,0,0,1,large
1420,1420,618329.3682532331,6812895.475018841,A0010,POINT (618329.3682532331 6812895.475018841),1.0,"0    25354.864661
dtype: float64",5.0,"0    1467.508968
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
936,936,843046.6850677712,6512444.262657389,A0007,POINT (843046.6850677712 6512444.262657389),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",321874.2,0.025982540683767145,5967.024860478938,23868.09944191575,2177964.0740748122,0,0,0,1,large
67,67,656773.0313082052,6870951.137349876,A0001,POINT (656773.0313082052 6870951.137349876),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",333120.37,0.02689036140863904,5267.347264162824,21069.389056651296,1922581.7514194308,0,0,0,1,large
1603,1603,426944.6874786813,6558135.638664585,A0010,POINT (426944.6874786813 6558135.638664585),1.0,"0    25746.607653
dtype: float64",5.0,"0    22113.092679
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1646,1646,419618.6958701514,6478794.370526037,A0010,POINT (419618.6958701514 6478794.370526037),1.0,"0    42237.931056
dtype: float64",5.0,"0    35293.038362
dtype: float64",381900.72,0.03082804087609372,4368.398983718812,17473.595934875248,1594465.6290573664,0,0,0,1,large
1856,1856,629653.0480836735,6855540.141744355,A0012,POINT (629653.0480836735 6855540.141744355),1.0,"0    4530.802968
dtype: float64",5.0,"0    2561.957806
dtype: float64",49711.95,0.004012880694831702,6681.446356894783,26725.785427579132,2438727.9202665957,0,0,0,1,large
307,307,686387.1547420003,6859743.054925047,A0004,POINT (686387.1547420003 6859743.054925047),1.0,"0    3675.162276
dtype: float64",5.0,"0    1706.531106
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
447,447,921160.1924090427,6902146.357564167,A0004,POINT (921160.1924090427 6902146.357564167),1.0,"0    8648.172639
dtype: float64",5.0,"0    2677.507975
dtype: float64",489209.44,0.03949028588710416,6262.03104781223,25048.12419124892,2285641.332451464,0,0,0,1,large
2766,2766,719589.6324731515,6968893.611366822,A0026,POINT (719589.6324731515 6968893.611366822),1.0,"0    904.673713
dtype: float64",5.0,"0    0.0
dtype: float64",156332.18,0.012619548963638615,5252.887256114574,21011.549024458294,1917303.8484818193,0,0,0,1,large
1158,1158,936851.3979825305,6264065.31198349,A0008,POINT (936851.3979825305 6264065.31198349),1.0,"0    38443.730758
dtype: float64",5.0,"0    24824.724983
dtype: float64",159447.95,0.01287106219702688,6122.948159442787,24491.79263777115,2234876.0781966173,0,0,0,1,large
